;url;Population 0-14 ans;Population 15-29 ans;Population 30-44 ans;Population 45-59 ans;Population 60-74 ans;Population 75-89 ans;Population 90 ans et +;Sans diplôme;Brevet des collèges;CAP / BEP;Baccalauréat, brevet professionnel;Bac +2 à Bac +4;Bac +3 ou Bac +4;Bac +5 et plus;Couverture en très haut débit;Taux de chômage;Revenu médian;Taux de création d'entreprises;Prix médian au m2 d'un appartement;Evolution du prix médian au m2 d'un appartement;Prix médian au m2 d'une maison;Evolution du prix médian au m2 d'une maison;Cambriolages;Vols automobiles;Vols de particulier;Violences physiques;Violences sexuelles;Médecin;Dentiste;Infirmier;Pharmacie;Urgences;Crèche;Ecole maternelle;Ecole élementaire;Collège;Lycée;Hypermarché;Supermarché;Epicerie;Station service;Bureau de Poste;Hôtel;Restaurant;Boulangerie;Cinéma;Bibliothèque;Aeroport;Gare SNCF;Voisin 0;Voisin 1;Voisin 2;Voisin 3;Voisin 4;Voisin 5;Voisin 6;Voisin 7;Voisin 8;Voisin 9;Logements vacants;Résidences principales;Résidences secondaires;Propriétaires;Locataires;1 pièce;2 pièces;3 pièces;4 pièces;5 pièces et plus;Crimes et délits;Nom;Code postal;Evolution du nombre d'habitants;Habitants;Densité;Part de maisons;Part d'appartements
117;https://www.villesavivre.fr/themericourt-95610;20,9%;17,5%;20,9%;21,2%;11,8%;7,1%;0,7%;11,2%;3,4%;18,4%;20,9%;16%;18%;12,1%;98,64%;4,24%;31150;17,4%;Not found!;Not found!;Not found!;Not found!;569;1162;612;339;63;Vigny (1,1 km);Vigny (2,1 km);Avernes (1,1 km);Vigny (2,2 km);Meulan-en-Yvelines (9,8 km);Ableiges (6,2 km);Vigny (1,9 km);Vigny (1,9 km);Vigny (1,4 km);Cergy (8,8 km);Les Mureaux (12,5 km);Sagy (5,6 km);Vigny (2,2 km);Sagy (6,1 km);Vigny (2,2 km);Seraincourt (5,2 km);1;Vigny (2,3 km);Cergy (9,2 km);1;41,6;Us (4,9 km);Avernes à 2,8 km;Moussy à 4,9 km;Longuesse à 3,6 km;Vigny à 2,2 km;Guiry-en-Vexin à 4,5 km;Commeny à 4,1 km;Frémainville à 3,7 km;Gouzangrez à 2,5 km;Le Perchay à 3,3 km;Us à 4,2 km;4,9%;93,5%;1,6%;Not found!;13,5%;0%;1,7%;13,8%;20,8%;63,7%;4303;Théméricourt;95450;1,37%;295;39;Not found!;4,8%
118;https://www.villesavivre.fr/seugy-95594;16,2%;15,9%;17,9%;26,9%;18,1%;4,3%;0,6%;13,9%;3,7%;26,4%;19,4%;14,4%;13,9%;8,3%;100%;8,44%;28230;12,9%;Not found!;Not found!;3395;+9,55%;492;1041;896;668;97;Luzarches (1,3 km);Viarmes (1,7 km);Viarmes (1,8 km);Viarmes (1,8 km);Beaumont-sur-Oise (7,9 km);Luzarches (2,4 km);1;1;Viarmes (2 km);Luzarches (2,8 km);Persan (8,7 km);Viarmes (2,2 km);Viarmes (1,8 km);Viarmes (2,2 km);Viarmes (1,8 km);Luzarches (0,9 km);2;Viarmes (1,8 km);Beaumont-sur-Oise (8,4 km);1;16,9;1;Chaumontel à 3,1 km;Noisy-sur-Oise à 5 km;Saint-Martin-du-Tertre à 4,8 km;Lamorlaye à 4,6 km;Belloy-en-France à 3,8 km;Luzarches à 3,5 km;Asnières-sur-Oise à 2,3 km;Épinay-Champlâtreux à 3,7 km;Viarmes à 1,1 km;Lassy à 4,5 km;5,1%;93,4%;1,5%;Not found!;20,6%;3%;13%;17,1%;21,7%;45,2%;5620;Seugy;95270;4,4%;1 045;615;Not found!;17,5%
119;https://www.villesavivre.fr/vert-78647;19%;13,7%;19%;20,1%;20,3%;7,3%;0,5%;19,1%;4,7%;25,4%;17,8%;14,3%;9,1%;9,6%;96,33%;6,83%;29510;20%;Not found!;Not found!;3185;+6,52%;501;595;511;384;56;Magnanville (3,7 km);Guerville (3,8 km);Guerville (3,9 km);Guerville (3,8 km);Mantes-la-Jolie (6,4 km);Favrieux (2,8 km);1;1;Magnanville (3,1 km);Magnanville (2,8 km);Buchelay (4,5 km);Mantes-la-Ville (4,3 km);1;Mantes-la-Ville (3,9 km);Guerville (3,9 km);Magnanville (4,2 km);1;1;Mantes-la-Jolie (5,7 km);2;54,9;Mantes-la-Jolie (5,4 km);Auffreville-Brasseuil à 2,3 km;Boinvilliers à 2,7 km;Favrieux à 3 km;Breuil-Bois-Robert à 2,3 km;Villette à 1,7 km;Magnanville à 3,1 km;Flacourt à 3,1 km;Rosay à 3,3 km;Soindres à 1,7 km;Fontenay-Mauvoisin à 3,4 km;8,1%;88,8%;3,1%;Not found!;10,7%;0,9%;3,2%;11,8%;23,9%;60,2%;4026;Vert;78930;2,78%;851;232;Not found!;4,7%
120;https://www.villesavivre.fr/saint-germain-de-la-grange-78550;19,7%;13%;17,5%;25,9%;17,1%;6,6%;0,3%;6,4%;3,8%;15,6%;17,6%;20,4%;15%;21,2%;98,49%;5,59%;34380;20,1%;Not found!;Not found!;4397;+31,18%;392;662;688;329;55;Neauphle-le-Château (1,8 km);Neauphle-le-Château (2 km);Neauphle-le-Château (1,9 km);Neauphle-le-Château (2,1 km);Trappes (8,9 km);Thiverval-Grignon (2,4 km);1;1;1;Villiers-Saint-Frédéric (3,1 km);Plaisir (4,3 km);Beynes (2,7 km);Neauphle-le-Château (2,1 km);Beynes (2,8 km);Neauphle-le-Château (2 km);Neauphle-le-Château (2,4 km);2;Neauphle-le-Château (2 km);Beynes (3,2 km);1;35,6;Villiers-Saint-Frédéric (2,6 km);Beynes à 3,4 km;Vicq à 5,6 km;Thiverval-Grignon à 2,6 km;Saulx-Marchais à 5 km;Neauphle-le-Vieux à 3,7 km;Plaisir à 4 km;Villiers-Saint-Frédéric à 2 km;Jouars-Pontchartrain à 4,7 km;Davron à 4,8 km;Neauphle-le-Château à 2,3 km;4,8%;94%;1,2%;Not found!;6%;1,2%;4,6%;3,6%;13,8%;76,9%;3860;Saint-Germain-de-la-Grange;78640;-2,44%;1 841;352;Not found!;7,6%
121;https://www.villesavivre.fr/noisy-le-roi-78455;19,4%;14,3%;15,1%;22,3%;18,5%;9,6%;0,9%;9,8%;4,5%;9,4%;14,8%;13,6%;17,4%;30,5%;94,23%;6,28%;36680;19,5%;4885;-6,15%;5113;-6,78%;392;662;688;329;55;4;8;4;2;Le Chesnay-Rocquencourt (5,1 km);3;2;2;1;Bailly (1,6 km);Le Chesnay-Rocquencourt (5,1 km);1;4;Le Chesnay-Rocquencourt (3,3 km);1;Le Chesnay-Rocquencourt (3,8 km);13;4;Fontenay-le-Fleury (4 km);1;26,1;L'Étang-la-Ville (2,3 km);Saint-Nom-la-Bretèche à 3,2 km;Saint-Cyr-l'École à 4,5 km;Mareil-Marly à 4,1 km;Bailly à 2,1 km;L'Étang-la-Ville à 2,4 km;Fontenay-le-Fleury à 3,3 km;Rennemoulin à 1,7 km;Villepreux à 3,5 km;Marly-le-Roi à 3,4 km;Louveciennes à 4,5 km;6%;92,3%;1,8%;Not found!;24,9%;6,5%;7,6%;13,5%;16,9%;55,4%;3860;Noisy-le-Roi;78590;0,66%;7 631;1405;46,9%;Not found!
122;https://www.villesavivre.fr/saint-leu-la-foret-95563;19,4%;18%;18,5%;21,7%;14,9%;6,5%;0,9%;15%;5,6%;19,8%;17,4%;14,1%;13,8%;14,4%;95,51%;7,33%;28020;13,8%;3432;-0,12%;4230;-6,25%;476;969;943;706;64;11;12;19;6;Eaubonne (2,8 km);2;5;6;2;Taverny (2,5 km);Taverny (2 km);1;3;2;2;Saint-Prix (1,4 km);41;10;Taverny (1,8 km);1;15,7;1;Béthemont-la-Forêt à 3,8 km;Saint-Prix à 1,7 km;Taverny à 2,1 km;Montlignon à 3,2 km;Eaubonne à 3,9 km;Bessancourt à 4 km;Ermont à 3,6 km;Franconville à 3,9 km;Le Plessis-Bouchard à 2,1 km;Margency à 3,7 km;5,1%;93,9%;1%;Not found!;27,7%;4,7%;13,2%;18,6%;22,3%;41,2%;5203;Saint-Leu-la-Forêt;95320;2,45%;15 979;3049;Not found!;41%
123;https://www.villesavivre.fr/vernouillet-78643;23,2%;17,3%;19,2%;20,7%;13,8%;5%;0,9%;21,5%;4,3%;16%;14,6%;13,5%;11,7%;18,3%;93,49%;9,61%;28650;23,4%;3471;-5,7%;4102;-2,75%;505;712;815;748;76;4;3;9;3;Meulan-en-Yvelines (6,3 km);2;6;5;1;Verneuil-sur-Seine (2 km);Orgeval (4,3 km);2;3;1;1;Villennes-sur-Seine (3,5 km);15;4;Verneuil-sur-Seine (1,8 km);1;33,6;Verneuil-sur-Seine (1,9 km);Triel-sur-Seine à 2,9 km;Vaux-sur-Seine à 5 km;Villennes-sur-Seine à 3,5 km;Carrières-sous-Poissy à 4,5 km;Chapet à 2,6 km;Verneuil-sur-Seine à 2,6 km;Médan à 1,5 km;Ecquevilly à 4,5 km;Morainvilliers à 4,1 km;Chanteloup-les-Vignes à 4,4 km;5,3%;93,9%;0,8%;Not found!;36,1%;3,3%;7,9%;19,2%;19,8%;49,7%;5197;Vernouillet;78540;0,11%;10 025;1547;Not found!;39,1%
124;https://www.villesavivre.fr/les-breviaires-78108;17,2%;14,3%;17,6%;26,7%;18,8%;4,6%;0,7%;15%;4,4%;23,7%;19,4%;14,2%;9,9%;13,5%;74,17%;7,14%;31080;19,4%;Not found!;Not found!;3085;-25,43%;467;474;643;315;67;Saint-Léger-en-Yvelines (3,6 km);Saint-Léger-en-Yvelines (3,6 km);Saint-Léger-en-Yvelines (3,6 km);Saint-Léger-en-Yvelines (3,7 km);Rambouillet (7,7 km);Saint-Léger-en-Yvelines (4,2 km);1;1;Montfort-l'Amaury (6 km);Rambouillet (8,5 km);Coignières (8,1 km);Saint-Léger-en-Yvelines (3,6 km);1;Le Perray-en-Yvelines (4,7 km);Le Perray-en-Yvelines (4,1 km);Saint-Léger-en-Yvelines (3,7 km);5;1;Rambouillet (8,6 km);1;40;Le Perray-en-Yvelines (4,2 km);Les Mesnuls à 3,9 km;Saint-Rémy-l'Honoré à 5,3 km;Le Perray-en-Yvelines à 3,4 km;Saint-Léger-en-Yvelines à 4,3 km;Rambouillet à 7,6 km;Montfort-l'Amaury à 5,6 km;Poigny-la-Forêt à 6,3 km;Les Essarts-le-Roi à 5,8 km;Bazoches-sur-Guyonne à 6,4 km;Vieille-Église-en-Yvelines à 7,1 km;10,5%;82%;7,5%;Not found!;18,6%;2,7%;9,8%;18,2%;13,7%;55,6%;3925;Les Bréviaires;78610;7,9%;1 311;67;Not found!;11,4%
125;https://www.villesavivre.fr/le-plessis-robinson-92060;20,5%;15,8%;24,2%;18,9%;13,8%;6,1%;0,6%;12,8%;4,8%;14,9%;16,9%;13,9%;12,8%;23,8%;93,81%;6,27%;30110;21,4%;5762;-4,87%;7117;-5,74%;370;525;1112;602;44;27;13;20;7;Clamart (1,2 km);9;7;7;2;2;Vélizy-Villacoublay (2,9 km);3;4;Clamart (0,8 km);1;2;39;13;1;1;9,5;Sceaux (1,6 km);Antony à 4,4 km;Châtenay-Malabry à 1,4 km;Meudon à 3,6 km;Châtillon à 3,3 km;Verrières-le-Buisson à 3,4 km;Clamart à 1,8 km;Bagneux à 4,2 km;Fontenay-aux-Roses à 2,2 km;Sceaux à 2,7 km;Bourg-la-Reine à 4,2 km;3,2%;94,9%;1,9%;48%;Not found!;7,2%;21,2%;33,6%;25,2%;12,8%;4745;Le Plessis-Robinson;92350;0,69%;29 228;8521;9,9%;Not found!
126;https://www.villesavivre.fr/persan-95487;25,1%;20,6%;22,3%;17,6%;10,5%;3,5%;0,4%;33,8%;5%;24,8%;18,5%;9,5%;5,1%;3,2%;97,16%;11,85%;18990;29,6%;3071;-7,67%;3210;+11,61%;492;1041;896;668;97;5;9;9;3;Beaumont-sur-Oise (1,7 km);Beaumont-sur-Oise (1,5 km);4;4;1;Beaumont-sur-Oise (2,1 km);1;1;11;2;1;1;49;3;Beaumont-sur-Oise (1,3 km);1;25,2;1;Champagne-sur-Oise à 3,1 km;Bruyères-sur-Oise à 4,6 km;Le Mesnil-en-Thelle à 3,1 km;Ronquerolles à 4,6 km;Bernes-sur-Oise à 3 km;Chambly à 3 km;Beaumont-sur-Oise à 2,5 km;Nointel à 2,9 km;Presles à 4,4 km;Mours à 2,2 km;5,1%;94,5%;0,4%;43,5%;Not found!;3,7%;22,1%;26,6%;25%;22,7%;5620;Persan;95340;10,51%;13 996;2723;33,6%;Not found!
127;https://www.villesavivre.fr/galluis-78262;21,2%;17,8%;19,1%;22,7%;14,7%;3,6%;0,8%;13,2%;3,4%;20,1%;18,1%;16%;13,6%;15,6%;95,55%;5,67%;30020;25,3%;Not found!;Not found!;3568;-13,65%;501;595;511;384;56;La Queue-les-Yvelines (1,9 km);La Queue-les-Yvelines (2 km);1;La Queue-les-Yvelines (2 km);Trappes (14,7 km);Méré (2,2 km);1;1;Montfort-l'Amaury (2,4 km);La Queue-les-Yvelines (0,8 km);Maurepas (10,1 km);La Queue-les-Yvelines (1,1 km);La Queue-les-Yvelines (0,9 km);La Queue-les-Yvelines (0,9 km);La Queue-les-Yvelines (2 km);Montfort-l'Amaury (2,8 km);La Queue-les-Yvelines (1 km);La Queue-les-Yvelines (1,1 km);Beynes (8,9 km);1;42,5;Méré (1,8 km);Millemont à 5 km;La Queue-les-Yvelines à 1,8 km;Mareil-le-Guyon à 4,4 km;Grosrouvre à 3,3 km;Auteuil à 5 km;Boissy-sans-Avoir à 2,6 km;Vicq à 3,7 km;Montfort-l'Amaury à 3,2 km;Garancières à 3,7 km;Méré à 2,1 km;7,1%;88,7%;4,2%;Not found!;17,8%;0,7%;5,8%;15,6%;17,4%;60,5%;4026;Galluis;78490;6,4%;1 263;279;Not found!;7,4%
128;https://www.villesavivre.fr/ezanville-95229;21,4%;18,4%;20,6%;19,3%;13,1%;6,4%;0,8%;21,2%;5,5%;23,4%;18,6%;12,9%;10,4%;8%;98,5%;8,34%;25080;26,3%;2911;+2,36%;3672;-6,94%;438;1476;1123;722;257;3;3;8;3;Sarcelles (6,6 km);1;3;4;1;Domont (1,7 km);Moisselles (2,2 km);2;5;1;1;Écouen (3,2 km);20;4;Domont (2,3 km);1;11,1;1;Domont à 3 km;Moisselles à 2 km;Villiers-le-Sec à 4,4 km;Écouen à 2,1 km;Le Plessis-Gassot à 3,9 km;Villaines-sous-Bois à 4,1 km;Le Mesnil-Aubry à 2,7 km;Saint-Brice-sous-Forêt à 4,2 km;Attainville à 2,6 km;Piscop à 2,9 km;4,8%;94,1%;1,1%;Not found!;34,2%;5,1%;10,3%;24,8%;29,3%;30,5%;6584;Ézanville;95460;-1,99%;9 573;1845;44,7%;Not found!
129;https://www.villesavivre.fr/chambourcy-78133;19,4%;16,3%;15,6%;23,2%;15,1%;9%;1,3%;10,9%;4,6%;16,6%;15,8%;11,4%;15,6%;25,1%;95,16%;6,14%;31910;16,3%;3862;+2,99%;5593;-4,46%;503;658;1305;643;58;7;3;7;2;Poissy (2,5 km);1;1;1;1;Saint-Germain-en-Laye (2,1 km);1;2;Saint-Germain-en-Laye (2,5 km);1;1;1;28;3;Poissy (3,6 km);1;29,9;L'Étang-la-Ville (3,6 km);Poissy à 3 km;Saint-Nom-la-Bretèche à 3,8 km;Feucherolles à 4,3 km;Le Pecq à 5,3 km;Mareil-Marly à 3,7 km;Aigremont à 1,3 km;Orgeval à 5,1 km;Villennes-sur-Seine à 5,2 km;Carrières-sous-Poissy à 5,5 km;L'Étang-la-Ville à 3,8 km;7%;91,2%;1,8%;Not found!;35,4%;5,3%;8,6%;23%;20,9%;42,2%;6224;Chambourcy;78240;1,4%;5 736;729;37,8%;Not found!
130;https://www.villesavivre.fr/montreuil-sur-epte-95429;19,2%;15,9%;17,8%;27,6%;14,2%;5%;0,2%;14,1%;8%;27,6%;21,5%;12,9%;7,3%;8,6%;99,06%;5,37%;27100;23,3%;Not found!;Not found!;Not found!;Not found!;569;1162;612;339;63;Bray-et-Lû (3,8 km);Château-sur-Epte (4,6 km);Bray-et-Lû (3,6 km);Bray-et-Lû (3,9 km);Magny-en-Vexin (7,5 km);Magny-en-Vexin (8 km);1;1;Bray-et-Lû (3,7 km);Gisors (14,6 km);Trie-Château (16 km);Magny-en-Vexin (7,4 km);Ambleville (2,4 km);Magny-en-Vexin (7,3 km);Vexin-sur-Epte (6 km);Bray-et-Lû (4 km);1;Saint-Clair-sur-Epte (4,1 km);Gisors (13,8 km);Bray-et-Lû (3,9 km);44,1;Gisors (14,7 km);Bray-et-Lû à 3,4 km;Buhy à 2,7 km;Guerny à 6,1 km;Omerville à 4,1 km;La Chapelle-en-Vexin à 3,5 km;Ambleville à 2,3 km;Parnes à 5,7 km;Saint-Clair-sur-Epte à 5 km;Château-sur-Epte à 3,8 km;Saint-Gervais à 5,6 km;4,3%;83,1%;12,6%;Not found!;3,3%;0,6%;1,7%;11,9%;24,4%;61,4%;4303;Montreuil-sur-Epte;95770;-7,58%;390;55;Not found!;0,5%
131;https://www.villesavivre.fr/montmagny-95427;23,4%;20,9%;19,9%;18,5%;13,1%;3,5%;0,7%;24,8%;5,4%;22,2%;18,1%;10,4%;9,5%;9,7%;92,52%;9,27%;20480;25,9%;2951;-8,18%;3692;-1,96%;484;979;1069;759;51;8;3;4;2;Stains (2,3 km);4;5;5;3;1;Épinay-sur-Seine (1,9 km);2;3;1;1;Sarcelles (2,4 km);38;4;Sarcelles (2,5 km);1;6,8;Deuil-la-Barre (0,8 km);Montmorency à 3 km;Saint-Brice-sous-Forêt à 3,6 km;Stains à 3,3 km;Villetaneuse à 1,4 km;Groslay à 1,7 km;Deuil-la-Barre à 1,4 km;Épinay-sur-Seine à 2,8 km;Sarcelles à 3,4 km;Pierrefitte-sur-Seine à 1,6 km;Enghien-les-Bains à 3 km;7,5%;91,5%;1%;Not found!;43,2%;9,5%;12%;27,4%;25,3%;25,9%;5934;Montmagny;95360;8,62%;14 775;5077;41,8%;Not found!
132;https://www.villesavivre.fr/aigremont-78007;18,1%;17,8%;11,6%;28,1%;16,5%;7,6%;0,3%;6,9%;4,6%;9,9%;13,6%;11,9%;19%;34,1%;100%;6,48%;40010;14,1%;Not found!;Not found!;Not found!;Not found!;503;658;1305;643;58;Chambourcy (1 km);Chambourcy (2 km);Chambourcy (1,1 km);Chambourcy (1,8 km);Poissy (2 km);Chambourcy (2 km);1;1;Chambourcy (1,5 km);Poissy (2,8 km);Chambourcy (1,6 km);Chambourcy (1,8 km);Poissy (2,4 km);Chambourcy (1,6 km);Chambourcy (1,8 km);Chambourcy (1,4 km);Poissy (1,2 km);Chambourcy (1,5 km);Poissy (3,7 km);1;31;Poissy (4 km);Mareil-Marly à 5 km;Feucherolles à 3,6 km;Villennes-sur-Seine à 4,2 km;Saint-Nom-la-Bretèche à 4,2 km;Morainvilliers à 6,3 km;Carrières-sous-Poissy à 5,1 km;Chambourcy à 1,3 km;Poissy à 2,6 km;L'Étang-la-Ville à 4,9 km;Orgeval à 3,8 km;5,1%;93,5%;1,4%;Not found!;13,5%;0,9%;3,1%;4,5%;8,4%;83%;6224;Aigremont;78240;-0,64%;1 083;361;Not found!;5,7%
133;https://www.villesavivre.fr/bouafle-78090;18,3%;17,6%;18,4%;23%;14,1%;8%;0,6%;21,9%;5%;25,8%;15,8%;13,4%;10%;8%;98,68%;6,73%;27550;14,7%;2118;-27,81%;3413;-9,92%;392;662;688;329;55;2;Ecquevilly (1,9 km);2;1;Aubergenville (3,8 km);3;1;1;Ecquevilly (1,7 km);Les Mureaux (2,3 km);Les Mureaux (2,3 km);Flins-sur-Seine (1,9 km);2;Flins-sur-Seine (2,2 km);Flins-sur-Seine (2 km);2;9;4;Aubergenville (3,1 km);1;39,2;Les Mureaux (3,8 km);Nézel à 4,7 km;Mézy-sur-Seine à 5,3 km;Meulan-en-Yvelines à 5,3 km;Les Mureaux à 3,5 km;Morainvilliers à 4,6 km;Aubergenville à 3,5 km;Chapet à 3,2 km;Bazemont à 3,6 km;Flins-sur-Seine à 2 km;Ecquevilly à 2,3 km;8%;89,7%;2,3%;Not found!;20,6%;1,9%;6,4%;14,7%;25%;52%;3860;Bouafle;78410;3,27%;2 213;320;Not found!;16,7%
134;https://www.villesavivre.fr/aubergenville-78029;21,6%;17,8%;20,6%;20,9%;13%;5,3%;0,8%;25,4%;5,6%;28,9%;15,4%;11,4%;7,5%;5,7%;96,66%;10,58%;22380;19,3%;2012;+1,62%;3353;-8,44%;292;547;822;1027;97;13;5;7;3;1;Épône (2,7 km);4;4;1;1;Flins-sur-Seine (1,1 km);Flins-sur-Seine (1 km);6;1;1;Épône (1,5 km);32;7;1;1;42,7;1;Mézy-sur-Seine à 4,8 km;La Falaise à 3,4 km;Bouafle à 3,5 km;Aulnay-sur-Mauldre à 3,9 km;Bazemont à 3,9 km;Juziers à 4,2 km;Épône à 3,1 km;Flins-sur-Seine à 1,8 km;Nézel à 2,4 km;Gargenville à 4,4 km;3,9%;95,2%;0,9%;48,2%;Not found!;3,4%;13,9%;26,6%;30,7%;25,4%;6975;Aubergenville;78410;5,95%;12 317;1395;37%;Not found!
135;https://www.villesavivre.fr/jouars-pontchartrain-78321;20,2%;14,6%;20,1%;21,3%;14,1%;7,6%;2,1%;13,3%;3,7%;16,4%;16,2%;16,7%;13,8%;19,9%;96,52%;4,77%;32610;17,5%;3616;-0,06%;3896;+2,23%;392;662;688;329;55;4;1;10;1;Trappes (6,2 km);Neauphle-le-Château (1,8 km);1;1;1;Maurepas (3,8 km);Maurepas (3,3 km);1;1;1;1;1;16;3;Élancourt (4 km);1;34;Villiers-Saint-Frédéric (3,6 km);Neauphle-le-Vieux à 4,6 km;Mareil-le-Guyon à 4,1 km;Maurepas à 2,5 km;Villiers-Saint-Frédéric à 3,8 km;Élancourt à 4,1 km;Plaisir à 3,8 km;Bazoches-sur-Guyonne à 4,5 km;Le Tremblay-sur-Mauldre à 2,4 km;Neauphle-le-Château à 2,4 km;Coignières à 4,6 km;6,7%;90,1%;3,2%;Not found!;17%;4,8%;6,8%;11,7%;17%;59,7%;3860;Jouars-Pontchartrain;78760;4,03%;5 814;602;Not found!;19,7%
136;https://www.villesavivre.fr/chavenay-78152;19,4%;15,6%;15,3%;25%;16,6%;7,8%;0,3%;7%;3,7%;9,6%;15,8%;14%;16,2%;33,7%;90,73%;4,26%;40000;12,6%;Not found!;Not found!;4221;-6,2%;392;662;688;329;55;Villepreux (1,7 km);Villepreux (1,8 km);2;1;Trappes (7,8 km);1;1;1;Feucherolles (2,1 km);Villepreux (2,2 km);Plaisir (2,8 km);1;Les Clayes-sous-Bois (2,1 km);Les Clayes-sous-Bois (2,1 km);Villepreux (2,3 km);Plaisir (3,3 km);3;1;Les Clayes-sous-Bois (3 km);1;30,9;Plaisir (2,4 km);Noisy-le-Roi à 5,3 km;Les Clayes-sous-Bois à 3,3 km;Davron à 3,1 km;Thiverval-Grignon à 3,7 km;Feucherolles à 3,5 km;Plaisir à 4,8 km;Bois-d'Arcy à 5,5 km;Rennemoulin à 4,7 km;Villepreux à 2,9 km;Saint-Nom-la-Bretèche à 3,1 km;5,9%;93%;1,1%;Not found!;11,3%;1,3%;2,2%;8%;11,6%;76,9%;3860;Chavenay;78450;-3,32%;1 746;290;Not found!;6,9%
137;https://www.villesavivre.fr/herbeville-78305;16,7%;11%;16,3%;28%;21,5%;6,1%;0,4%;7,7%;3,4%;21%;19,2%;18,4%;13,6%;16,8%;77,53%;8,13%;35080;11,5%;Not found!;Not found!;Not found!;Not found!;392;662;688;329;55;Mareil-sur-Mauldre (1,6 km);Maule (2,9 km);Mareil-sur-Mauldre (1,4 km);Mareil-sur-Mauldre (2,1 km);Aubergenville (6,8 km);Maule (3,1 km);Mareil-sur-Mauldre (1,5 km);1;Maule (2,4 km);Aubergenville (6,2 km);Flins-sur-Seine (7,4 km);Mareil-sur-Mauldre (1,6 km);1;Maule (3 km);Maule (2,9 km);Orgeval (5,3 km);Mareil-sur-Mauldre (1,4 km);Mareil-sur-Mauldre (1,6 km);Maule (3,2 km);Mareil-sur-Mauldre (2,1 km);39,7;Mareil-sur-Mauldre (1,7 km);Crespières à 3,2 km;Les Alluets-le-Roi à 2,2 km;Aulnay-sur-Mauldre à 4,6 km;Beynes à 5,6 km;Maule à 3,8 km;Montainville à 3,8 km;Bazemont à 3,4 km;Morainvilliers à 5,3 km;Ecquevilly à 5,3 km;Mareil-sur-Mauldre à 1,9 km;7,8%;82,1%;10,1%;Not found!;16,8%;0,8%;9,7%;7,1%;9,2%;73,1%;3860;Herbeville;78580;-5,58%;237;37;Not found!;10,7%
138;https://www.villesavivre.fr/gonesse-95277;23,2%;21,7%;20,3%;18,2%;11,2%;4,7%;0,7%;31,3%;6,1%;21,5%;18,4%;9,9%;7,5%;5,3%;93,49%;10,89%;18680;22,3%;2833;-7,02%;3350;-1,53%;686;1369;923;1172;79;14;9;15;7;1;6;11;9;3;1;1;5;9;5;2;6;81;13;1;2;4,5;Arnouville (3,1 km);Roissy-en-France à 4,7 km;Vaudherland à 2,6 km;Arnouville à 3 km;Le Thillay à 2,2 km;Dugny à 4,7 km;Bonneuil-en-France à 2,8 km;Villiers-le-Bel à 4,6 km;Bouqueval à 4,5 km;Goussainville à 4,3 km;Garges-lès-Gonesse à 4,3 km;3,9%;95,3%;0,8%;42,3%;Not found!;8,2%;17,9%;26%;26,2%;21,7%;7394;Gonesse;95500;-1,42%;25 963;1292;33,9%;Not found!
139;https://www.villesavivre.fr/mareil-en-france-95365;19,6%;20,1%;22,6%;21,6%;10,6%;5,3%;0,1%;16,4%;6,6%;24,8%;18,6%;14,4%;10,2%;9,2%;99,69%;5,67%;27320;22,2%;Not found!;Not found!;Not found!;Not found!;492;1041;896;668;97;Fontenay-en-Parisis (3,2 km);Fontenay-en-Parisis (3,2 km);Fontenay-en-Parisis (3,1 km);Belloy-en-France (4 km);Gonesse (8,7 km);Bellefontaine (4,4 km);1;1;Luzarches (4,3 km);Luzarches (4,3 km);Goussainville (6,1 km);Luzarches (3,5 km);Le Mesnil-Aubry (2,4 km);Épinay-Champlâtreux (1,7 km);Belloy-en-France (3,9 km);Luzarches (5,3 km);Villiers-le-Sec (2,1 km);Fontenay-en-Parisis (3,2 km);Goussainville (5,8 km);Le Mesnil-Aubry (2,5 km);11,7;Villaines-sous-Bois (5,1 km);Fontenay-en-Parisis à 3 km;Jagny-sous-Bois à 2,3 km;Lassy à 3,1 km;Le Plessis-Gassot à 3,8 km;Le Mesnil-Aubry à 2,6 km;Villiers-le-Sec à 2,3 km;Épinay-Champlâtreux à 2,4 km;Châtenay-en-France à 3,4 km;Le Plessis-Luzarches à 4 km;Belloy-en-France à 4,2 km;7,6%;89,5%;3%;Not found!;30,8%;3,7%;12,2%;14%;16,5%;53,6%;5620;Mareil-en-France;95850;3,46%;717;102;Not found!;26,7%
